id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
308	tahirsylaj a. (2019)	"<table><tr><td>Authors:</td><td>tahirsylaj a.; wahlström n.</td></tr><tr><td>Title:</td><td>role of transnational and national education policies in realisation of critical thinking: the cases of sweden and kosovo</td></tr><tr><td>Source:</td><td>curriculum journal, 30(4), 484-503</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/09585176.2019.1615523	-0.2503	0.4447	3	3	8	1.2663	2019	8	1.2663
315	saadvandi m. (2019)	"<table><tr><td>Authors:</td><td>saadvandi m.; abbasi e.; farhadian h.; zarafshani k.; biemans h.</td></tr><tr><td>Title:</td><td>teachers and students’ perception of competence-based education in the agricultural higher education system (case of a student cooperative in iran)</td></tr><tr><td>Source:</td><td>journal of agricultural education and extension, 25(4), 307-322</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/1389224x.2019.1627225	-0.9259	-0.0703	2	4	3	0.4749	2019	3	0.4749
317	misbah z. (2019)	"<table><tr><td>Authors:</td><td>misbah z.; gulikers j.; mulder m.</td></tr><tr><td>Title:</td><td>competence and knowledge development in competence-based vocational education in indonesia</td></tr><tr><td>Source:</td><td>learning environments research, 22(2), 253-274</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s10984-018-9276-y	-0.9177	-0.2102	2	10	4	0.6331	2019	4	0.6331
326	escalié g. (2019)	"<table><tr><td>Authors:</td><td>escalié g.; recoules n.; chaliès s.; legrain p.</td></tr><tr><td>Title:</td><td>helping students build competences in physical education: theoretical proposals and illustrations</td></tr><tr><td>Source:</td><td>sport, education and society, 24(4), 390-403</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/13573322.2017.1397507	-0.8298	-0.0078	2	1	11	1.7412	2019	11	1.7412
328	giangrande n. (2019)	"<table><tr><td>Authors:</td><td>giangrande n.; white r.m.; east m.; jackson r.; clarke t.; coste m.s.; penha-lopes g.</td></tr><tr><td>Title:</td><td>a competency framework to assess and activate education for sustainable development: addressing the un sustainable development goals 4.7 challenge</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 11(10)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/su11102832	1.0063	-0.0811	1	8	56	8.8641	2019	56	8.8641
329	lópez-alcarria a. (2019)	"<table><tr><td>Authors:</td><td>lópez-alcarria a.; olivares-vicente a.; poza-vilches f.</td></tr><tr><td>Title:</td><td>a systematic review of the use of agile methodologies in education to foster sustainability competencies</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 11(10)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/su11102915	0.9277	-0.0418	1	2	24	3.7989	2019	24	3.7989
332	carrascal s. (2019)	"<table><tr><td>Authors:</td><td>carrascal s.; magro m.; anguita j.m.; espada m.</td></tr><tr><td>Title:</td><td>acquisition of competences for sustainable development through visual thinking. a study in rural schools in mixco, guatemala</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 11(8)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/su11082317	0.8398	0.0009	1	2	7	1.108	2019	7	1.108
333	eizaguirre a. (2019)	"<table><tr><td>Authors:</td><td>eizaguirre a.; garcía-feijoo m.; laka j.p.</td></tr><tr><td>Title:</td><td>defining sustainability core competencies in business and management studies based on multinational stakeholders' perceptions</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 11(8)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/su11082303	0.9196	-0.1102	1	2	31	4.9069	2019	31	4.9069
335	vare p. (2019)	"<table><tr><td>Authors:</td><td>vare p.; arro g.; de hamer a.; gobbo g.d.; de vries g.; farioli f.; kadji-beltran c.; kangur m.; mayer m.; millican r.; nijdam c.; réti m.; zachariou a.</td></tr><tr><td>Title:</td><td>devising a competence-based training program for educators of sustainable development: lessons learned</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 11(7)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/su11071890	1.0303	-0.0433	1	8	35	5.54	2019	35	5.54
360	geitz g. (2019)	"<table><tr><td>Authors:</td><td>geitz g.; de geus j.</td></tr><tr><td>Title:</td><td>design-based education, sustainable teaching, and learning</td></tr><tr><td>Source:</td><td>cogent education, 6(1)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/2331186x.2019.1647919	-0.8384	-0.2016	4	2	5	0.7914	2019	5	0.7914
361	meroño l. (2019)	"<table><tr><td>Authors:</td><td>meroño l.; calderón a.; arias-estero j.l.; méndez-giménez a.</td></tr><tr><td>Title:</td><td>prediction model for the inclusion of key competences in the primary school curriculum through the teachers’ perceptions in the region de murcia [modelo de predicción para la inclusión de las competencias en el currículo de educación primaria según la percepción del profesorado de la región de murcia]</td></tr><tr><td>Source:</td><td>cultura y educacion, 31(1), 31-66</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/11356405.2018.1561108	-0.2348	0.3544	3	2	2	0.3166	2019	2	0.3166
378	singer-brodowski m. (2018)	"<table><tr><td>Authors:</td><td>singer-brodowski m.; grossmann k.; bartke s.; huning s.; weinsziehr t.; hagemann n.</td></tr><tr><td>Title:</td><td>competency-oriented education for sustainable development: lessons from five courses on energy poverty</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 19(7), 1299-1316</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/ijshe-12-2017-0223	0.7905	-0.1598	1	4	6	0.7074	2018	6	0.7074
380	kater-wettstädt l. (2018)	"<table><tr><td>Authors:</td><td>kater-wettstädt l.</td></tr><tr><td>Title:</td><td>how secondary-school students deal with issues of sustainable development in class *</td></tr><tr><td>Source:</td><td>environmental education research, 24(11), 1565-1580</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/13504622.2017.1373068	0.791	-0.2909	1	1	5	0.5895	2018	5	0.5895
381	garrecht c. (2018)	"<table><tr><td>Authors:</td><td>garrecht c.; bruckermann t.; harms u.</td></tr><tr><td>Title:</td><td>students' decision-making in education for sustainability-related extracurricular activities-a systematic review of empirical studies</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 10(11)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/su10113876	0.7802	-0.2879	1	1	18	2.1223	2018	18	2.1223
382	colás-bravo p. (2018)	"<table><tr><td>Authors:</td><td>colás-bravo p.; magnoler p.; conde-jiménez j.</td></tr><tr><td>Title:</td><td>identification of levels of sustainable consciousness of teachers in training through an e-portfolio</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 10(10)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/su10103700	0.8986	-0.0047	1	3	13	1.5328	2018	13	1.5328
384	straková z. (2018)	"<table><tr><td>Authors:</td><td>straková z.; cimermanová i.</td></tr><tr><td>Title:</td><td>critical thinking development-a necessary step in higher education transformation towards sustainability</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 10(10)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/su10103366	0.9153	-0.0536	1	2	35	4.1266	2018	35	4.1266
389	morselli d. (2018)	"<table><tr><td>Authors:</td><td>morselli d.</td></tr><tr><td>Title:</td><td>how do italian vocational teachers educate for a sense of initiative and entrepreneurship? development and initial application of the sie questionnaire</td></tr><tr><td>Source:</td><td>education and training, 60(7-8), 800-818</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/et-03-2017-0046	-0.3903	0.0054	4	4	8	0.9432	2018	8	0.9432
397	bautista-mesa r. (2018)	"<table><tr><td>Authors:</td><td>bautista-mesa r.; molina sánchez h.; ramírez sobrino j.n.</td></tr><tr><td>Title:</td><td>audit workplace simulations as a methodology to increase undergraduates’ awareness of competences</td></tr><tr><td>Source:</td><td>accounting education, 27(3), 234-258</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/09639284.2018.1476895	-0.0589	-0.1554	4	2	10	1.179	2018	10	1.179
400	maruna m. (2018)	"<table><tr><td>Authors:</td><td>maruna m.; milovanovic rodic d.; colic r.</td></tr><tr><td>Title:</td><td>remodelling urban planning education for sustainable development: the case of serbia</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 19(4), 658-680</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/ijshe-07-2017-0102	0.9516	-0.3345	1	1	14	1.6507	2018	14	1.6507
401	kudo s. (2018)	"<table><tr><td>Authors:</td><td>kudo s.; mursaleen h.; ness b.; nagao m.</td></tr><tr><td>Title:</td><td>exercise on transdisciplinarity: lessons from a field-based course on rural sustainability in an aging society</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 10(4)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/su10041155	0.5433	-0.0891	4	2	4	0.4716	2018	4	0.4716
402	schuler s. (2018)	"<table><tr><td>Authors:</td><td>schuler s.; fanta d.; rosenkraenzer f.; riess w.</td></tr><tr><td>Title:</td><td>systems thinking within the scope of education for sustainable development (esd)–a heuristic competence model as a basis for (science) teacher education</td></tr><tr><td>Source:</td><td>journal of geography in higher education, 42(2), 192-204</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/03098265.2017.1339264	1.0706	-0.1064	1	2	33	3.8908	2018	33	3.8908
431	garcía-lópez l.m. (2018)	"<table><tr><td>Authors:</td><td>garcía-lópez l.m.; gutiérrez d.; pastor j.c.; romo v.</td></tr><tr><td>Title:</td><td>validity and reliability of a questionnaire on primary and secondary school teachers' perception of teaching a competence-based curriculum model</td></tr><tr><td>Source:</td><td>journal of new approaches in educational research, 7(1), 46-51</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.7821/naer.2018.1.255	-0.3859	0.3931	3	2	7	0.8253	2018	7	0.8253
435	quiroz-niño c. (2017)	"<table><tr><td>Authors:</td><td>quiroz-niño c.; murga-menoyo m.</td></tr><tr><td>Title:</td><td>social and solidarity economy, sustainable development goals, and community development: the mission of adult education & training</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 9(12)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/su9122164	0.9764	0.0965	1	1	16	1.7738	2017	16	1.7738
436	ojala m. (2017)	"<table><tr><td>Authors:</td><td>ojala m.</td></tr><tr><td>Title:</td><td>hope and anticipation in education for a sustainable future</td></tr><tr><td>Source:</td><td>futures, 94, 76-84</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.futures.2016.10.004	1.0256	-0.1296	1	6	49	5.4321	2017	49	5.4321
442	keeler l.w. (2017)	"<table><tr><td>Authors:</td><td>keeler l.w.; gabriele a.; kay b.r.; wiek a.</td></tr><tr><td>Title:</td><td>future shocks and city resilience: building organizational capacity for resilience and sustainability through game play and ways of thinking</td></tr><tr><td>Source:</td><td>sustainability (united states), 10(5), 282-292</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1089/sus.2017.0011	0.795	-0.1054	1	1	8	0.8869	2017	8	0.8869
447	chang w.-h. (2017)	"<table><tr><td>Authors:</td><td>chang w.-h.; liu y.-c.; huang t.-h.</td></tr><tr><td>Title:</td><td>perceptions of learning effectiveness in m-learning: scale development and student awareness</td></tr><tr><td>Source:</td><td>journal of computer assisted learning, 33(5), 461-472</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1111/jcal.12192	0.3215	0.2984	5	6	10	1.1086	2017	10	1.1086
450	jayakumar t. (2017)	"<table><tr><td>Authors:</td><td>jayakumar t.; joshi r.k.</td></tr><tr><td>Title:</td><td>rethinking the role of management education in developing a “new” locus of csr responsibility: an indian case study</td></tr><tr><td>Source:</td><td>journal of work-applied management, 9(1), 51-69</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/jwam-02-2017-0004	0.8559	0.0066	1	2	3	0.3326	2017	3	0.3326
458	buscà donet f. (2017)	"<table><tr><td>Authors:</td><td>buscà donet f.; ambròs pallares a.; burset burillo s.</td></tr><tr><td>Title:</td><td>bibliometric characteristics of articles on key competences indexed in eric from 1990 to 2013</td></tr><tr><td>Source:</td><td>european journal of teacher education, 40(2), 144-156</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1080/02619768.2017.1281908	-0.154	0.3402	3	4	4	0.4434	2017	4	0.4434
470	tziganuk a. (2017)	"<table><tr><td>Authors:</td><td>tziganuk a.; gliedt t.</td></tr><tr><td>Title:</td><td>comparing faculty perceptions of sustainability teaching at two us universities</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 18(7), 1191-1211</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2016-0006	0.7593	-0.1894	1	3	5	0.5543	2017	5	0.5543
476	meroño l. (2017)	"<table><tr><td>Authors:</td><td>meroño l.; calderón a.; arias-estero j.l.; méndez-giménez a.</td></tr><tr><td>Title:</td><td>questionnaire on perceived competency-based learning for primary school students (#icompri1) [cuestionario del aprendizaje percibido basado en competencias para el alumnado de educación primaria (#icompri1)]</td></tr><tr><td>Source:</td><td>cultura y educacion, 29(2), 279-323</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1080/11356405.2017.1318470	-0.0721	0.3651	5	2	5	0.5543	2017	5	0.5543
486	lleixà t. (2016)	"<table><tr><td>Authors:</td><td>lleixà t.; gonzález-arévalo c.; braz-vieira m.</td></tr><tr><td>Title:</td><td>integrating key competences in school physical education programmes</td></tr><tr><td>Source:</td><td>european physical education review, 22(4), 506-525</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1177/1356336x15621497	-0.3173	0.3871	3	3	12	1.1124	2016	12	1.1124
490	cremers p.h.m. (2016)	"<table><tr><td>Authors:</td><td>cremers p.h.m.; wals a.e.j.; wesselink r.; mulder m.</td></tr><tr><td>Title:</td><td>design principles for hybrid learning configurations at the interface between school and workplace</td></tr><tr><td>Source:</td><td>learning environments research, 19(3), 309-334</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s10984-016-9209-6	-0.819	-0.0139	2	1	20	1.854	2016	20	1.854
496	morselli d. (2016)	"<table><tr><td>Authors:</td><td>morselli d.; ajello a.</td></tr><tr><td>Title:</td><td>assessing the sense of initiative and entrepreneurship in vocational students using the european qualification framework</td></tr><tr><td>Source:</td><td>education and training, 58(7-8), 797-814</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1108/et-02-2016-0038	0.2731	-0.0966	4	1	8	0.7416	2016	8	0.7416
503	jerez o. (2016)	"<table><tr><td>Authors:</td><td>jerez o.; valenzuela l.; pizarro v.; hasbun b.; valenzuela g.; orsini c.</td></tr><tr><td>Title:</td><td>evaluation criteria for competency-based syllabi: a chilean case study applying mixed methods</td></tr><tr><td>Source:</td><td>teachers and teaching: theory and practice, 22(4), 519-534</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1080/13540602.2015.1082728	-0.6636	-0.0459	4	1	4	0.3708	2016	4	0.3708
506	wijnia l. (2016)	"<table><tr><td>Authors:</td><td>wijnia l.; kunst e.m.; van woerkom m.; poell r.f.</td></tr><tr><td>Title:</td><td>team learning and its association with the implementation of competence-based education</td></tr><tr><td>Source:</td><td>teaching and teacher education, 56, 115-126</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.tate.2016.02.006	-0.9693	-0.1007	2	11	23	2.1321	2016	23	2.1321
517	migliorini p. (2016)	"<table><tr><td>Authors:</td><td>migliorini p.; lieblein g.</td></tr><tr><td>Title:</td><td>facilitating transformation and competence development in sustainable agriculture university education: an experiential and action oriented approach</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 8(12)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3390/su8121243	0.8075	-0.0573	1	1	11	1.0197	2016	11	1.0197
519	nikitina n.i. (2016)	"<table><tr><td>Authors:</td><td>nikitina n.i.; romanova e.y.; nikishina i.n.; grebennikova v.m.; avtionova n.; danilova m.</td></tr><tr><td>Title:</td><td>theoretical and methodical foundations for the process of forming professional logistics competences of spa managers at the higher educational institution</td></tr><tr><td>Source:</td><td>mathematics education, 11(9), 3313-3328</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"		-0.6774	-0.2257	4	1	0	0	2016	0	0
527	de-juanas oliva á. (2016)	"<table><tr><td>Authors:</td><td>de-juanas oliva á.; martín del pozo r.; pesquero franco e.</td></tr><tr><td>Title:</td><td>teaching competences necessary for developing key competences of primary education students in spain: teacher assessments</td></tr><tr><td>Source:</td><td>teacher development, 20(1), 123-145</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1080/13664530.2015.1101390	-0.3236	0.4253	3	2	13	1.2051	2016	13	1.2051
534	mcgibbon c. (2015)	"<table><tr><td>Authors:</td><td>mcgibbon c.; van belle j.-p.</td></tr><tr><td>Title:</td><td>integrating environmental sustainability issues into the curriculum through problem-based and project-based learning: a case study at the university of cape town</td></tr><tr><td>Source:</td><td>current opinion in environmental sustainability, 16, 81-88</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.cosust.2015.07.013	0.7605	-0.1595	1	2	20	1.3786	2015	20	1.3786
538	bergsmann e. (2015)	"<table><tr><td>Authors:</td><td>bergsmann e.; schultes m.-t.; winter p.; schober b.; spiel c.</td></tr><tr><td>Title:</td><td>evaluation of competence-based teaching in higher education: from theory to practice</td></tr><tr><td>Source:</td><td>evaluation and program planning, 52, 1-9</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.evalprogplan.2015.03.001	-0.2308	-0.0896	4	3	58	3.9978	2015	58	3.9978
544	misbah z. (2015)	"<table><tr><td>Authors:</td><td>misbah z.; gulikers j.; maulana r.; mulder m.</td></tr><tr><td>Title:</td><td>teacher interpersonal behaviour and student motivation in competence-based vocational education: evidence from indonesia</td></tr><tr><td>Source:</td><td>teaching and teacher education, 50, 79-89</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.tate.2015.04.007	-1.0535	-0.15	2	11	34	2.3435	2015	34	2.3435
545	koenen a.-k. (2015)	"<table><tr><td>Authors:</td><td>koenen a.-k.; dochy f.; berghmans i.</td></tr><tr><td>Title:</td><td>a phenomenographic analysis of the implementation of competence-based education in higher education</td></tr><tr><td>Source:</td><td>teaching and teacher education, 50, 1-12</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.tate.2015.04.001	-0.7442	-0.1328	4	13	48	3.3085	2015	48	3.3085
546	hernandez-linares r. (2015)	"<table><tr><td>Authors:</td><td>hernandez-linares r.; agudo j.e.; rico m.; sánchez h.</td></tr><tr><td>Title:</td><td>transversal competences of university students of engineering [transverzalne kompetencije studenata strojarstva]</td></tr><tr><td>Source:</td><td>croatian journal of education, 17(2), 383-409</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.15516/cje.v17i2.1062	-0.4869	0.0827	4	2	6	0.4136	2015	6	0.4136
548	remington-doucette s. (2015)	"<table><tr><td>Authors:</td><td>remington-doucette s.; musgrove s.</td></tr><tr><td>Title:</td><td>variation in sustainability competency development according to age, gender, and disciplinary affiliation: implications for teaching practice and overall program structure</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 16(4), 537-575</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2013-0005	0.7586	-0.2265	1	5	24	1.6543	2015	24	1.6543
551	gordon j. (2015)	"<table><tr><td>Authors:</td><td>gordon j.; o’toole l.</td></tr><tr><td>Title:</td><td>learning for well-being: creativity and inner diversity</td></tr><tr><td>Source:</td><td>cambridge journal of education, 45(3), 333-346</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1080/0305764x.2014.904275	-0.4874	0.3419	3	1	7	0.4825	2015	7	0.4825
553	nissilä s.-p. (2015)	"<table><tr><td>Authors:</td><td>nissilä s.-p.; karjalainen a.; koukkari m.; kepanen p.</td></tr><tr><td>Title:</td><td>towards competence-based practices in vocational education – what will the process require from teacher education and teacher identities? [proti kompetenčnemu sistemu poklicnega izobraževanja – kaj bo proces zahteval od izobraževanja učiteljev in učiteljevih vlog?]</td></tr><tr><td>Source:</td><td>center for educational policy studies journal, 5(2), 13-34</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"		-0.9266	0.0598	6	1	12	0.8271	2015	12	0.8271
555	van dinther m. (2015)	"<table><tr><td>Authors:</td><td>van dinther m.; dochy f.; segers m.</td></tr><tr><td>Title:</td><td>the contribution of assessment experiences to student teachers' self-efficacy in competence-based education</td></tr><tr><td>Source:</td><td>teaching and teacher education, 49, 45-55</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.tate.2015.02.013	-1.0104	0.1106	6	3	17	1.1718	2015	17	1.1718
561	contreras l.e.v. (2015)	"<table><tr><td>Authors:</td><td>contreras l.e.v.; vega n.e.m.; pulgarin a.g.h.; palencia e.p.</td></tr><tr><td>Title:</td><td>designing a distance learning sustainability bachelor’s degree</td></tr><tr><td>Source:</td><td>environment, development and sustainability, 17(2), 365-377</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s10668-015-9622-5	0.237	0.0908	3	2	0	0	2015	0	0
566	soparat s. (2015)	"<table><tr><td>Authors:</td><td>soparat s.; arnold s.r.; klaysom s.</td></tr><tr><td>Title:</td><td>the development of thai learners’ key competencies by project-based learning using ict</td></tr><tr><td>Source:</td><td>international journal of research in education and science, 1(1), 11-22</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.21890/ijres.01778	0.3133	0.3234	5	1	13	0.8961	2015	13	0.8961
567	wesselink r. (2015)	"<table><tr><td>Authors:</td><td>wesselink r.; giaffredo s.</td></tr><tr><td>Title:</td><td>competence-based education to develop digital competence</td></tr><tr><td>Source:</td><td>encyclopaideia, 19(42), 25-42</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.6092/issn.1825-8670/5537	-1.1664	-0.2162	2	5	2	0.1379	2015	2	0.1379
571	ronchetti m. (2015)	"<table><tr><td>Authors:</td><td>ronchetti m.; chiozzi g.; gris r.</td></tr><tr><td>Title:</td><td>eschooling: an ict-based approach to competence-based education</td></tr><tr><td>Source:</td><td>encyclopaideia, 19(42), 43-65</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.6092/issn.1825-8670/5572	-1.1399	-0.1829	2	3	3	0.2068	2015	3	0.2068
580	gardiner s. (2015)	"<table><tr><td>Authors:</td><td>gardiner s.; rieckmann m.</td></tr><tr><td>Title:</td><td>pedagogies of preparedness: use of reflective journals in the operationalisation and development of anticipatory competence</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 7(8), 10554-10575</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.3390/su70810554	0.8783	-0.151	1	7	17	1.1718	2015	17	1.1718
612	caena f. (2014)	"<table><tr><td>Authors:</td><td>caena f.</td></tr><tr><td>Title:</td><td>teacher competence frameworks europe: policy-as-discourse and policy-as-practice</td></tr><tr><td>Source:</td><td>european journal of education, 49(3), 311-331</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1111/ejed.12088	-0.4622	0.4314	3	1	50	3.0184	2014	50	3.0184
617	khaled a.e. (2014)	"<table><tr><td>Authors:</td><td>khaled a.e.; gulikers j.t.m.; tobi h.; biemans h.j.a.; oonk c.; mulder m.</td></tr><tr><td>Title:</td><td>exploring the validity and robustness of a competency self-report instrument for vocational and higher competence-based education</td></tr><tr><td>Source:</td><td>journal of psychoeducational assessment, 32(5), 429-440</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1177/0734282914523913	-1.0197	-0.1775	2	3	12	0.7244	2014	12	0.7244
618	murga-menoyo m.a. (2014)	"<table><tr><td>Authors:</td><td>murga-menoyo m.a.</td></tr><tr><td>Title:</td><td>learning for a sustainable economy: teaching of green competencies in the university</td></tr><tr><td>Source:</td><td>sustainability (switzerland), 6(5), 2974-2992</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.3390/su6052974	0.9385	0.0458	1	4	29	1.7507	2014	29	1.7507
624	van dinther m. (2014)	"<table><tr><td>Authors:</td><td>van dinther m.; dochy f.; segers m.; braeken j.</td></tr><tr><td>Title:</td><td>student perceptions of assessment and student self-efficacy in competence-based education</td></tr><tr><td>Source:</td><td>educational studies, 40(3), 330-351</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1080/03055698.2014.898577	-1.0342	0.0857	6	3	21	1.2677	2014	21	1.2677
628	boahin p. (2014)	"<table><tr><td>Authors:</td><td>boahin p.; hofman w.h.a.</td></tr><tr><td>Title:</td><td>perceived effects of competency-based training on the acquisition of professional skills</td></tr><tr><td>Source:</td><td>international journal of educational development, 36, 81-89</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.ijedudev.2013.11.003	-0.981	-0.3495	2	3	26	1.5696	2014	26	1.5696
635	gonzalez j.m.g. (2014)	"<table><tr><td>Authors:</td><td>gonzalez j.m.g.; arquero montaño j.l.; hassall t.</td></tr><tr><td>Title:</td><td>the change towards a teaching methodology based on competences: a case study in a spanish university</td></tr><tr><td>Source:</td><td>research papers in education, 29(1), 111-130</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1080/02671522.2012.745895	-0.1116	-0.1081	4	2	13	0.7848	2014	13	0.7848
644	cubero l.n. (2013)	"<table><tr><td>Authors:</td><td>cubero l.n.; pérez c.r.</td></tr><tr><td>Title:</td><td>promoting emotional, social and civic competencies: educational policies in spain</td></tr><tr><td>Source:</td><td>kedi journal of educational policy, (spec. issue), 65-80</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"		-0.364	0.467	3	1	2	0.1394	2013	2	0.1394
647	remington-doucette s.m. (2013)	"<table><tr><td>Authors:</td><td>remington-doucette s.m.; connell k.y.h.; armstrong c.m.; musgrove s.l.</td></tr><tr><td>Title:</td><td>assessing sustainability education in a transdisciplinary undergraduate course focused on real-world problem solving: a case for disciplinary grounding</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 14(4), 404-433</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2012-0001	0.6937	-0.1608	1	6	75	5.2265	2013	75	5.2265
648	van dinther m. (2013)	"<table><tr><td>Authors:</td><td>van dinther m.; dochy f.; segers m.; braeken j.</td></tr><tr><td>Title:</td><td>the construct validity and predictive validity of a self-efficacy measure for student teachers in competence-based education</td></tr><tr><td>Source:</td><td>studies in educational evaluation, 39(3), 169-179</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.stueduc.2013.05.001	-0.9971	0.1055	6	3	17	1.1847	2013	17	1.1847
