id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
232	ye (2019)	"<table><tr><td>Authors:</td><td>ye, jianqiang; chen, dimei; kong, lingxin</td></tr><tr><td>Title:</td><td>bibliometric analysis of the wos literature on research of science teacher from 2000 to 2017</td></tr><tr><td>Source:</td><td>journal of baltic science education, 18(5), 732-747</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.33225/jbse/19.18.732	-0.2902	0.3383	8	1	3	0.6033	2019	3	0.6033
234	lambrechts (2015)	"<table><tr><td>Authors:</td><td>lambrechts, wim</td></tr><tr><td>Title:</td><td>the contribution of sustainability assessment to policy development in higher education</td></tr><tr><td>Source:</td><td>assessment & evaluation in higher education, 40(6), 801-816</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1080/02602938.2015.1040719	1.3009	-0.0691	4	1	17	0.6994	2015	17	0.6994
243	thomas (2014)	"<table><tr><td>Authors:</td><td>thomas, ian; day, teresa</td></tr><tr><td>Title:</td><td>sustainability capabilities, graduate capabilities, and australian universities</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 15(2), 208-227</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1108/ijshe-05-2012-0046	1.143	0.1417	9	3	34	2.5319	2014	34	2.5319
247	karlgren (2020)	"<table><tr><td>Authors:</td><td>karlgren, klas; paavola, sami; ligorio, maria beatrice</td></tr><tr><td>Title:</td><td>introduction: what are knowledge work practices in education? how can we study and promote them?</td></tr><tr><td>Source:</td><td>research papers in education, 35(1), 1-7</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/02671522.2019.1677761	-0.342	-0.0973	5	1	6	1.4571	2020	6	1.4571
249	platje (2019)	"<table><tr><td>Authors:</td><td>platje, joost (johannes); will, markus; van dam, ynte k.</td></tr><tr><td>Title:</td><td>a fragility approach to sustainability - researching effects of education</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 20(7), 1220-1239</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/ijshe-11-2018	1.265	-0.1075	4	3	4	0.8043	2019	4	0.8043
259	tassone (2017)	"<table><tr><td>Authors:</td><td>tassone, valentina c.; dik, giel; van lingen, thekla anna</td></tr><tr><td>Title:</td><td>empowerment for sustainability in higher education through the eye learning tool</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 18(3), 341-358</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/ijshe-12-2015-0209	1.1485	0.1598	9	1	4	0.5714	2017	4	0.5714
260	trad (2019)	"<table><tr><td>Authors:</td><td>trad, sloan peter</td></tr><tr><td>Title:</td><td>a framework for mapping sustainability within tertiary curriculum</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 20(2), 288-308</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/ijshe-09-2018-0151	0.8356	-0.0397	2	1	6	1.2065	2019	6	1.2065
264	hoskins (2010)	"<table><tr><td>Authors:</td><td>hoskins, bryony; crick, ruth deakin</td></tr><tr><td>Title:</td><td>competences for learning to learn and active citizenship: different currencies or two sides of the same coin?</td></tr><tr><td>Source:</td><td>european journal of education, 45(1), 121-137</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1111/j.1465-3435.2009.01419.x	0.2448	0.0038	10	4	54	1.0859	2010	54	1.0859
266	steffens (2015)	"<table><tr><td>Authors:</td><td>steffens, karl</td></tr><tr><td>Title:</td><td>competences, learning theories and moocs: recent developments in lifelong learning</td></tr><tr><td>Source:</td><td>european journal of education, 50(1), 41-59</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1111/ejed.12102	-0.1915	0.0099	1	2	37	1.5222	2015	37	1.5222
277	remington-doucette (2015)	"<table><tr><td>Authors:</td><td>remington-doucette, sonya; musgrove, sheryl</td></tr><tr><td>Title:</td><td>variation in sustainability competency development according to age, gender, and disciplinary affiliation implications for teaching practice and overall program structure</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 16(4), 537-575</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2013-0005	1.0595	-0.0652	2	4	20	0.8228	2015	20	0.8228
286	beagon	"<table><tr><td>Authors:</td><td>beagon, una; kovesi, klara; tabas, brad; norgaard, bente; lehtinen, riitta; bowe, brian; gillet, christiane; spliid, claus monrad</td></tr><tr><td>Title:</td><td>preparing engineering students for the challenges of the sdgs: what competences are required?</td></tr><tr><td>Source:</td><td>european journal of engineering education</td></tr></table>"	https://doi.org/10.1080/03043797.2022.2033955	0.8462	-0.0362	2	3	0	0		0	
287	karakoyun (2020)	"<table><tr><td>Authors:</td><td>karakoyun, ferit; lindberg, ola j.</td></tr><tr><td>Title:</td><td>preservice teachers' views about the twenty-first century skills: a qualitative survey study in turkey and sweden</td></tr><tr><td>Source:</td><td>education and information technologies, 25(4), 2353-2369</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10639-020-10148-w	-0.3342	-0.0934	5	1	9	2.1857	2020	9	2.1857
294	brandt	"<table><tr><td>Authors:</td><td>brandt, jan-ole; barth, matthias; hale, annie; merritt, eileen</td></tr><tr><td>Title:</td><td>developing esd-specific professional action competence for teachers: knowledge, skills, and attitudes in implementing esd at the school level</td></tr><tr><td>Source:</td><td>environmental education research</td></tr></table>"	https://doi.org/10.1080/13504622.2022.2064973	1.4069	-0.08	4	1	0	0		0	
304	shephard (2021)	"<table><tr><td>Authors:</td><td>shephard, kerry; kalsoom, qudsia; gupta, ritika; probst, lorenz; gannon, paul; santhakumar, v; ndukwe, ifeanyi glory; jowett, tim</td></tr><tr><td>Title:</td><td>exploring the relationship between dispositions to think critically and sustainability concern in hesd</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 22(5), 1166-1185</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1108/ijshe-07-2020-0251	1.3158	-0.0949	4	2	2	1.4074	2021	2	1.4074
305	albareda tiana (2016)	"<table><tr><td>Authors:</td><td>albareda tiana, silvia; alferez villarreal, azul</td></tr><tr><td>Title:</td><td>a collaborative programme in sustainability and social responsibility</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 17(5), 719-736</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1108/ijshe-07-2016-0134	1.1503	0.0569	2	1	18	1.2057	2016	18	1.2057
308	remington-doucette (2013)	"<table><tr><td>Authors:</td><td>remington-doucette, sonya m.; connell, kim y. hiller; armstrong, cosette m.; musgrove, sheryl l.</td></tr><tr><td>Title:</td><td>assessing sustainability education in a transdisciplinary undergraduate course focused on real-world problem solving: a case for disciplinary grounding</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 14(4), 404-433</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2012-0001	1.1056	-0.0606	2	5	62	3.5429	2013	62	3.5429
309	mccarthy (2021)	"<table><tr><td>Authors:</td><td>mccarthy, breda; eagle, lynne</td></tr><tr><td>Title:</td><td>are the sustainability-oriented skills and competencies of business graduates meeting or missing employers' needs? perspectives of regional employers</td></tr><tr><td>Source:</td><td>australian journal of environmental education, 37(3), 326-343</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1017/aee.2021.11	1.0449	0.0518	2	1	3	2.1111	2021	3	2.1111
315	qian jia (2019)	"<table><tr><td>Authors:</td><td>qian jia; ying wang; li fengting</td></tr><tr><td>Title:</td><td>establishing transdisciplinary minor programme as a way to embed sustainable development into higher education system case by tongji university, china</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 20(1), 157-169</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/ijshe-05-2018-0095	1.1197	-0.0785	2	1	3	0.6033	2019	3	0.6033
316	singer-brodowski (2018)	"<table><tr><td>Authors:</td><td>singer-brodowski, mandy; grossmann, katrin; bartke, stephan; huning, sandra; weinsziehr, theresa; hagemann, nina</td></tr><tr><td>Title:</td><td>competency-oriented education for sustainable development: lessons from five courses on energy poverty</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 19(7), 1299-1316</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/ijshe-12-2017-0223	1.0974	-0.0362	2	2	5	0.5789	2018	5	0.5789
317	frank (2021)	"<table><tr><td>Authors:</td><td>frank, pascal</td></tr><tr><td>Title:</td><td>a proposal of personal competencies for sustainable consumption</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 22(6), 1225-1245</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2020-0027	-1.2694	-0.225	7	1	4	2.8148	2021	4	2.8148
323	d'souza (2019)	"<table><tr><td>Authors:</td><td>d'souza, clare; mccormack, silvia; taghian, mehdi; chu, mei-tai; sullivan-mort, gillian; ahmed, tanvir</td></tr><tr><td>Title:</td><td>influence of sustainability scholarship on competencies - an empirical evidence</td></tr><tr><td>Source:</td><td>education and training, 61(3), 310-325</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/et-08-2018-0184	1.1568	0.1553	9	1	1	0.2011	2019	1	0.2011
325	cebrian (2019)	"<table><tr><td>Authors:</td><td>cebrian, gisela; pascual, david; moraleda, alvaro</td></tr><tr><td>Title:</td><td>perception of sustainability competencies amongst spanish preservice secondary school teachers</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 20(7), 1171-1190</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/ijshe-10-2018-0168	1.3889	-0.0799	4	3	13	2.6141	2019	13	2.6141
329	wesselink (2010a)	"<table><tr><td>Authors:</td><td>wesselink, renate; dekker-groen, agaath m.; biemans, harm j. a.; mulder, martin</td></tr><tr><td>Title:</td><td>using an instrument to analyse competence-based study programmes: experiences of teachers in dutch vocational education and training</td></tr><tr><td>Source:</td><td>journal of curriculum studies, 42(6), 813-829</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1080/00220271003759249	-0.8905	-0.0752	3	7	36	0.7239	2010	36	0.7239
330	wesselink (2010b)	"<table><tr><td>Authors:</td><td>wesselink, renate; de jong, cees; biemans, harm j. a.</td></tr><tr><td>Title:</td><td>aspects of competence-based education as footholds to improve the connectivity between learning in school and in the workplace</td></tr><tr><td>Source:</td><td>vocations and learning, 3(1), 19-38</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1007/s12186-009-9027-4	-0.7424	0.0447	6	1	47	0.9452	2010	47	0.9452
333	misbah (2020)	"<table><tr><td>Authors:</td><td>misbah, zainun; gulikers, judith; dharma, surya; mulder, martin</td></tr><tr><td>Title:</td><td>evaluating competence-based vocational education in indonesia</td></tr><tr><td>Source:</td><td>journal of vocational education and training, 72(4), 488-515</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/13636820.2019.1635634	-1.034	-0.0179	3	2	2	0.4857	2020	2	0.4857
334	koenen (2015)	"<table><tr><td>Authors:</td><td>koenen, anne-katrien; dochy, filip; berghmans, inneke</td></tr><tr><td>Title:</td><td>a phenomenographic analysis of the implementation of competence-based education in higher education</td></tr><tr><td>Source:</td><td>teaching and teacher education, 50, 1-12</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.tate.2015.04.001	-0.7461	0.0229	6	9	43	1.769	2015	43	1.769
335	misbah (2015)	"<table><tr><td>Authors:</td><td>misbah, zainun; gulikers, judith; maulana, ridwan; mulder, martin</td></tr><tr><td>Title:</td><td>teacher interpersonal behaviour and student motivation in competence-based vocational education: evidence from indonesia</td></tr><tr><td>Source:</td><td>teaching and teacher education, 50, 79-89</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.tate.2015.04.007	-0.9623	-0.0542	3	8	26	1.0696	2015	26	1.0696
336	wijnia (2016)	"<table><tr><td>Authors:</td><td>wijnia, lisette; kunst, eva m.; van woerkom, marianne; poell, rob f.</td></tr><tr><td>Title:</td><td>team learning and its association with the implementation of competence-based education</td></tr><tr><td>Source:</td><td>teaching and teacher education, 56, 115-126</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.tate.2016.02.006	-0.8729	-0.0476	3	7	21	1.4067	2016	21	1.4067
337	van dinther (2013)	"<table><tr><td>Authors:</td><td>van dinther, mart; dochy, filip; segers, mien; braeken, johan</td></tr><tr><td>Title:</td><td>the construct validity and predictive validity of a self-efficacy measure for student teachers in competence-based education</td></tr><tr><td>Source:</td><td>studies in educational evaluation, 39(3), 169-179</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.stueduc.2013.05.001	-0.8276	0.0296	3	3	13	0.7429	2013	13	0.7429
338	lum (1999)	"<table><tr><td>Authors:</td><td>lum, g</td></tr><tr><td>Title:</td><td>where's the competence in competence-based education and training?</td></tr><tr><td>Source:</td><td>journal of philosophy of education, 33(3), 403-418</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"	https://doi.org/10.1111/1467-9752.00145	-1.0872	-0.1414	7	4	20	1	1999	20	1
341	van griethuijsen (2020)	"<table><tr><td>Authors:</td><td>van griethuijsen, ralf a. l. f.; kunst, eva m.; van woerkom, marianne; wesselink, renate; poell, rob f.</td></tr><tr><td>Title:</td><td>does implementation of competence-based education mediate the impact of team learning on student satisfaction?</td></tr><tr><td>Source:</td><td>journal of vocational education and training, 72(4), 516-535</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/13636820.2019.1644364	-0.8476	-0.0175	3	8	6	1.4571	2020	6	1.4571
342	de bruijn (2012)	"<table><tr><td>Authors:</td><td>de bruijn, elly</td></tr><tr><td>Title:</td><td>teaching in innovative vocational education in the netherlands</td></tr><tr><td>Source:</td><td>teachers and teaching, 18(6), 637-653</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1080/13540602.2012.746499	-1.0089	-0.0625	3	4	24	0.4217	2012	24	0.4217
344	virkkula	"<table><tr><td>Authors:</td><td>virkkula, esa</td></tr><tr><td>Title:</td><td>student teachers' views of competence goals in vocational teacher education</td></tr><tr><td>Source:</td><td>european journal of teacher education</td></tr></table>"	https://doi.org/10.1080/02619768.2020.1806229	-0.9519	-0.0787	3	7	0	0		0	
345	palsa (2022)	"<table><tr><td>Authors:</td><td>palsa, lauri; mertala, pekka</td></tr><tr><td>Title:</td><td>disciplinary contextualisation of transversal competence in finnish local curricula: the case of multiliteracy, mathematics, and social studies</td></tr><tr><td>Source:</td><td>education inquiry, 13(2), 226-247</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1080/20004508.2020.1855827	-0.6332	0.0211	3	2	2	6.2222	2022	2	6.2222
346	van dinther (2014)	"<table><tr><td>Authors:</td><td>van dinther, mart; dochy, filip; segers, mien; braeken, johan</td></tr><tr><td>Title:</td><td>student perceptions of assessment and student self-efficacy in competence-based education</td></tr><tr><td>Source:</td><td>educational studies, 40(3), 330-351</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1080/03055698.2014.898577	-0.8499	0.0267	3	3	16	1.1915	2014	16	1.1915
347	hyland (1997)	"<table><tr><td>Authors:</td><td>hyland, t</td></tr><tr><td>Title:</td><td>reconsidering competence</td></tr><tr><td>Source:</td><td>journal of philosophy of education, 31(3), 491-503</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1111/1467-9752.00070	-1.2121	-0.1875	7	3	42	2.1	1997	42	2.1
349	misbah (2019)	"<table><tr><td>Authors:</td><td>misbah, zainun; gulikers, judith; mulder, martin</td></tr><tr><td>Title:</td><td>competence and knowledge development in competence-based vocational education in indonesia</td></tr><tr><td>Source:</td><td>learning environments research, 22(2), 253-274</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s10984-018-9276-y	-1.0087	-0.1154	3	4	2	0.4022	2019	2	0.4022
351	bridges (1996)	"<table><tr><td>Authors:</td><td>bridges, d</td></tr><tr><td>Title:</td><td>competence-based education and training: progress or villainy?</td></tr><tr><td>Source:</td><td>journal of philosophy of education, 30(3), 361-376</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/10.1111/j.1467-9752.1996.tb00406.x	-1.1083	-0.1513	7	1	11	1.2222	1996	11	1.2222
352	saadvandi (2019)	"<table><tr><td>Authors:</td><td>saadvandi, mahsa; abbasi, enayat; farhadian, homayoun; zarafshani, kiumars; biemans, harm</td></tr><tr><td>Title:</td><td>teachers and students' perception of competence-based education in the agricultural higher education system (case of a student cooperative in iran)</td></tr><tr><td>Source:</td><td>journal of agricultural education & extension, 25(4), 307-322</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/1389224x.2019.1627225	-0.8779	-0.0878	3	2	1	0.2011	2019	1	0.2011
356	de bruijn (2011)	"<table><tr><td>Authors:</td><td>de bruijn, elly; leeman, yvonne</td></tr><tr><td>Title:</td><td>authentic and self-directed learning in vocational education: challenges to vocational educators</td></tr><tr><td>Source:</td><td>teaching and teacher education, 27(4), 694-702</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.tate.2010.11.007	-0.9872	-0.028	3	6	86	2.3955	2011	86	2.3955
359	van dinther (2015)	"<table><tr><td>Authors:</td><td>van dinther, mart; dochy, filip; segers, mien</td></tr><tr><td>Title:</td><td>the contribution of assessment experiences to student teachers' self-efficacy in competence-based education</td></tr><tr><td>Source:</td><td>teaching and teacher education, 49, 45-55</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.tate.2015.02.013	-0.8245	0.0172	3	3	14	0.5759	2015	14	0.5759
362	hyland (1998)	"<table><tr><td>Authors:</td><td>hyland, t</td></tr><tr><td>Title:</td><td>exporting failure: the strange case of nvqs and overseas markets</td></tr><tr><td>Source:</td><td>educational studies, 24(3), 369-380</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1080/0305569980240309	-1.261	-0.1928	7	2	9	1	1998	9	1
366	almarghani (2017)	"<table><tr><td>Authors:</td><td>almarghani, eman m.; mijatovic, ivana</td></tr><tr><td>Title:</td><td>factors affecting student engagement in heis - it is all about good teaching</td></tr><tr><td>Source:</td><td>teaching in higher education, 22(8), 940-956</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1080/13562517.2017.1319808	-0.6421	0.0737	6	2	42	6	2017	42	6
370	misbah	"<table><tr><td>Authors:</td><td>misbah, zainun; gulikers, judith; widhiarso, wahyu; mulder, martin</td></tr><tr><td>Title:</td><td>exploring connections between teacher interpersonal behaviour, student motivation and competency level in competence-based learning environments</td></tr><tr><td>Source:</td><td>learning environments research</td></tr></table>"	https://doi.org/10.1007/s10984-021-09395-6	-1.0243	-0.0315	3	2	1	0		1	
373	hyland (1994b)	"<table><tr><td>Authors:</td><td>hyland, t</td></tr><tr><td>Title:</td><td>tilting at windmills - the problems of challenging the national-council-for-vocational-qualifications</td></tr><tr><td>Source:</td><td>educational studies, 20(2), 251-265</td></tr><tr><td>Year:</td><td>1994</td></tr></table>"	https://doi.org/10.1080/0305569940200208	-1.2805	-0.1958	7	1	2	0.6667	1994	2	0.6667
376	hernandez-linares (2015)	"<table><tr><td>Authors:</td><td>hernandez-linares, remedios; enrique agudo, j.; rico, mercedes; sanchez, hector</td></tr><tr><td>Title:</td><td>transversal competences of university students of engineering</td></tr><tr><td>Source:</td><td>croatian journal of education-hrvatski casopis za odgoj i obrazovanje, 17(2), 383-409</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.15516/cje.v17i2.1062	-0.2338	0.0179	1	1	8	0.3291	2015	8	0.3291
380	spruit (2022)	"<table><tr><td>Authors:</td><td>spruit, marcel</td></tr><tr><td>Title:</td><td>information security education based on job profiles and the e-cf</td></tr><tr><td>Source:</td><td>higher education skills and work-based learning, 12(2), 294-308</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1108/heswbl-09-2020-0208	-0.7589	0.0398	6	1	0	0	2022	0	0
383	van der baan (2022)	"<table><tr><td>Authors:</td><td>van der baan, niels; gast, inken; gijselaers, wim; beausaert, simon</td></tr><tr><td>Title:</td><td>coaching to prepare students for their school-to-work transition: conceptualizing core coaching competences</td></tr><tr><td>Source:</td><td>education and training, 64(3), 398-415</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1108/et-11-2020-0341	-0.7518	0.0463	6	1	0	0	2022	0	0
385	everwijn (1993)	"<table><tr><td>Authors:</td><td>everwijn, sem; bomers, gbj; knubben, ja</td></tr><tr><td>Title:</td><td>ability-based or competence-based education - bridging the gap between knowledge acquisition and ability to apply</td></tr><tr><td>Source:</td><td>higher education, 25(4), 425-438</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1007/bf01383845	-0.7334	0.0377	6	1	20	1.1429	1993	20	1.1429
390	struyven (2010)	"<table><tr><td>Authors:</td><td>struyven, katrien; de meyst, marijke</td></tr><tr><td>Title:</td><td>competence-based teacher education: illusion or reality? an assessment of the implementation status in flanders from teachers' and students' points of view</td></tr><tr><td>Source:</td><td>teaching and teacher education, 26(8), 1495-1510</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.tate.2010.05.006	-0.7908	-0.022	3	7	52	1.0457	2010	52	1.0457
391	bukki (2021)	"<table><tr><td>Authors:</td><td>bukki, eszter; fehervari, aniko</td></tr><tr><td>Title:</td><td>how do teachers collaborate in hungarian vet schools? a quantitative study of forms, perceptions of impact and related individual and organisational factors</td></tr><tr><td>Source:</td><td>empirical research in vocational education and training, 13(1)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1186/s40461-020-00108-6	-1.0373	-0.0667	3	1	0	0	2021	0	0
